
[26:19.000 --> 26:20.000]  So I,
[01:24:20.000 --> 01:24:22.000]  But he was held for four months in Kentucky.
[01:24:22.000 --> 01:24:25.000]  The police caught him trying to go across state lines.
[01:24:25.000 --> 01:24:26.000]  The FBI was involved.
[01:24:26.000 --> 01:24:27.000]  It's a thing.
[01:24:27.000 --> 01:24:28.000]  He really is this dirty.
[01:24:28.000 --> 01:24:29.000]  And we start to believe her more.
[01:24:29.000 --> 01:24:30.000]  And we want to believe her.
[01:24:30.000 --> 01:24:31.000]  Right?
[01:24:31.000 --> 01:24:32.000]  Because we want her help.
[01:24:32.000 --> 01:24:34.000]  Because we know that she fights dirty.
[01:24:34.000 --> 01:24:35.000]  We want some of the fucking women.
[01:24:35.000 --> 01:24:36.000]  And I'm here at any cost.
[01:24:36.000 --> 01:24:37.000]  Whatever the fucking cost is.
[01:24:37.000 --> 01:24:38.000]  We want Marlo.
[01:24:38.000 --> 01:24:39.000]  You know?
[01:24:39.000 --> 01:24:41.000]  And she starts saying, does Steve ever hang out with JP?
[01:24:41.000 --> 01:24:45.000]  JP is the name of the guy that's this child rapist.
[01:24:45.000 --> 01:24:47.000]  And so he was the wife.
[01:24:47.000 --> 01:24:51.000]  So if you look at the internet, if you Google those two names,
[01:24:51.000 --> 01:24:54.000]  you'll see the story.
[01:24:54.000 --> 01:24:58.000]  And as a matter of fact, Steve is friends with this guy, JP.
[01:24:58.000 --> 01:25:01.000]  And all gravitates around this fucking school called Lila.
[01:25:01.000 --> 01:25:04.000]  And the guy that's the head of that school is named Nordeem.
[01:25:04.000 --> 01:25:08.000]  I filed a police report on him in May for being way too handsy
[01:25:08.000 --> 01:25:11.000]  with Marie and all the women at that fucking school
[01:25:11.000 --> 01:25:12.000]  and the children.
[01:25:12.000 --> 01:25:15.000]  Because he is grabbing them, hugging them, everybody.
[01:25:15.000 --> 01:25:16.000]  He's very handsy.
[01:25:16.000 --> 01:25:17.000]  And it's a French thing to do.
[01:25:17.000 --> 01:25:18.000]  I get it.
[01:25:18.000 --> 01:25:19.000]  But we're not fucking friends.
[01:25:19.000 --> 01:25:20.000]  All right?
[01:25:20.000 --> 01:25:22.000]  And Marlo doesn't like it.
[01:25:22.000 --> 01:25:24.000]  He does not like it when the guy grabs his fucking shoulder
[01:25:24.000 --> 01:25:25.000]  all the time and rubs his back.
[01:25:25.000 --> 01:25:26.000]  He doesn't like it.
[01:25:26.000 --> 01:25:29.000]  And I tell Marlo, well, tell him not to do it.
[01:25:29.000 --> 01:25:30.000]  You know?
[01:25:30.000 --> 01:25:31.000]  If I'd see him, I'll fucking tell him.
[01:25:31.000 --> 01:25:32.000]  But I've never seen him do it.
[01:25:32.000 --> 01:25:33.000]  Marlo tells us.
[01:25:33.000 --> 01:25:35.000]  So I was pissed off.
[01:25:35.000 --> 01:25:38.000]  And on top of that, this guy says to Marie right to email,
[01:25:38.000 --> 01:25:40.000]  Marie wants to have a meeting with the teacher
[01:25:40.000 --> 01:25:42.000]  because we're worried about Marlo's work
[01:25:42.000 --> 01:25:44.000]  because he wasn't doing his math and work.
[01:25:44.000 --> 01:25:45.000]  He's lying to us about it.
[01:25:45.000 --> 01:25:47.000]  And she wanted to set up a meeting.
[01:25:47.000 --> 01:25:49.000]  And Nordeem said, he's the head guy.
[01:25:49.000 --> 01:25:53.000]  The guy that's too handsy says, Marie.
[01:25:53.000 --> 01:25:55.000]  He's the principal.
[01:25:55.000 --> 01:25:56.000]  He's the principal.
[01:25:56.000 --> 01:25:57.000]  Yeah.
[01:25:57.000 --> 01:26:01.000]  He says, Marie, I would go, but you have to go.
[01:26:01.000 --> 01:26:03.000]  I'll tell you when the meeting will be.
[01:26:03.000 --> 01:26:04.000]  And Steve is going to be there.
[01:26:04.000 --> 01:26:05.000]  And Marie says, I'm not.
[01:26:05.000 --> 01:26:07.000]  I can't be in a room with Steve.
[01:26:07.000 --> 01:26:09.000]  I do not want to be meeting with Steve.
[01:26:09.000 --> 01:26:10.000]  I'll do my own meeting.
[01:26:10.000 --> 01:26:11.000]  Steve can do it.
[01:26:11.000 --> 01:26:12.000]  I have his own meeting.
[01:26:12.000 --> 01:26:14.000]  And then he says, and I shit you not, Marie,
[01:26:14.000 --> 01:26:16.000]  if you don't go to the meeting with your husband,
[01:26:16.000 --> 01:26:18.000]  I will call Child Services on you.
[01:26:18.000 --> 01:26:19.000]  In an email.
[01:26:19.000 --> 01:26:21.000]  And we have that email.
[01:26:21.000 --> 01:26:22.000]  OK.
[01:26:22.000 --> 01:26:24.000]  And then that's when I lose my shit.
[01:26:24.000 --> 01:26:26.000]  And I fucking call the police.
[01:26:26.000 --> 01:26:27.000]  I said, this guy's harassing us.
[01:26:27.000 --> 01:26:28.000]  He's being fucking handsy.
[01:26:28.000 --> 01:26:30.000]  He just threatened my girlfriend.
[01:26:30.000 --> 01:26:32.000]  And what he does with the kids is fucking strange.
[01:26:32.000 --> 01:26:35.000]  Now, take that completely unrelated.
[01:26:35.000 --> 01:26:40.000]  I had no idea that Dorothy Gibbons White, the prosecutor,
[01:26:40.000 --> 01:26:42.000]  also had a file on this guy.
[01:26:42.000 --> 01:26:45.000]  Apparently, there is something fucking weird shit going on down there.
[01:26:45.000 --> 01:26:47.000]  How much of it is real?
[01:26:47.000 --> 01:26:48.000]  I don't know.
[01:26:48.000 --> 01:26:49.000]  How much of it is fake?
[01:26:49.000 --> 01:26:50.000]  I don't know.
[01:26:50.000 --> 01:26:52.000]  Because she is, again, fights dirty.
[01:26:52.000 --> 01:26:55.000]  But she blends fiction with fact, but she does it well.
[01:26:55.000 --> 01:26:58.000]  And I can't even fucking tell the truth anymore.
[01:26:58.000 --> 01:27:00.000]  So I don't care at this point.
[01:27:00.000 --> 01:27:01.000]  Maria doesn't care.
[01:27:01.000 --> 01:27:04.000]  We're going to have to go to that level and accuse Steve
[01:27:04.000 --> 01:27:06.000]  of hanging out with a known fucking kiddie fiddler.
[01:27:06.000 --> 01:27:08.000]  How to file.
[01:27:08.000 --> 01:27:11.000]  If that's what's going to win, then let's just fucking do it.
[01:27:11.000 --> 01:27:12.000]  So she says, all right.
[01:27:12.000 --> 01:27:15.000]  But here she says, and I have, and I'm
[01:27:15.000 --> 01:27:17.000]  happy if you guys want to take this further and go for it.
[01:27:17.000 --> 01:27:19.000]  Because I have, I recorded all of it.
[01:27:19.000 --> 01:27:22.000]  So you have her on tape saying to Marie,
[01:27:22.000 --> 01:27:25.000]  do you think Marlo, could you get Marlo to say this?
[01:27:25.000 --> 01:27:27.000]  Could you get him to say this?
[01:27:27.000 --> 01:27:28.000]  She's like, probably.
[01:27:28.000 --> 01:27:29.000]  Yeah.
[01:27:29.000 --> 01:27:31.000]  This is what we need Marlo to say.
[01:27:31.000 --> 01:27:32.000]  And Marlo's eight.
[01:27:32.000 --> 01:27:35.000]  She's fucking saying that on the phone.
[01:27:35.000 --> 01:27:38.000]  She says, if I were you, it was my family,
[01:27:38.000 --> 01:27:41.000]  I would want Mike Kratzmer to represent me.
[01:27:41.000 --> 01:27:42.000]  It's like a mafia down there.
[01:27:42.000 --> 01:27:44.000]  But he's in the mafia, but he's like a spy.
[01:27:44.000 --> 01:27:45.000]  He's a good guy.
[01:27:45.000 --> 01:27:46.000]  I'm like, OK.
[01:27:46.000 --> 01:27:48.000]  So that's the guy we call.
[01:27:48.000 --> 01:27:50.000]  He immediately wants $15,000.
[01:27:50.000 --> 01:27:52.000]  And he is a fucking piece of work.
[01:27:52.000 --> 01:27:55.000]  And he's the worst lawyer I've ever fucking seen.
[01:27:55.000 --> 01:27:58.000]  He's the one that reached out to jamming
[01:27:58.000 --> 01:27:59.000]  and said he was representing me.
[01:27:59.000 --> 01:28:00.000]  All right.
[01:28:00.000 --> 01:28:01.000]  No, there's one thing I missed.
[01:28:01.000 --> 01:28:03.000]  I thought it was $15,000.
[01:28:03.000 --> 01:28:05.000]  No, we did not.
[01:28:05.000 --> 01:28:07.000]  No, not at all.
[01:28:07.000 --> 01:28:08.000]  Fuck yeah.
[01:28:08.000 --> 01:28:10.000]  That's $700 an hour for three days of work.
[01:28:10.000 --> 01:28:12.000]  And what he did on Monday was nothing.
[01:28:12.000 --> 01:28:16.000]  He did not say a fucking, he did not defend us.
[01:28:16.000 --> 01:28:19.000]  He said, I don't even have to show up on the camera.
[01:28:19.000 --> 01:28:20.000]  OK.
[01:28:20.000 --> 01:28:21.000]  Just Marie's going to sit there.
[01:28:21.000 --> 01:28:23.000]  So I set up this whole thing with lights,
[01:28:23.000 --> 01:28:24.000]  beautiful.
[01:28:24.000 --> 01:28:26.000]  And you have to call him.
[01:28:26.000 --> 01:28:28.000]  Yeah, you have to call him.
[01:28:28.000 --> 01:28:29.000]  Yeah.
[01:28:29.000 --> 01:28:31.000]  And a proper camera with a proper lens.
[01:28:31.000 --> 01:28:32.000]  So she looked good.
[01:28:32.000 --> 01:28:34.000]  Like everyone else was looking good, right?
[01:28:34.000 --> 01:28:36.000]  But the lawyer, no, he fucked up.
[01:28:36.000 --> 01:28:37.000]  Sent us a link at the last second.
[01:28:37.000 --> 01:28:38.000]  And she had to do it from her phone.
[01:28:38.000 --> 01:28:40.000]  It looked terrible.
[01:28:40.000 --> 01:28:42.000]  And we were the only ones, or she was the only one
[01:28:42.000 --> 01:28:43.000]  holding the phone.
[01:28:43.000 --> 01:28:44.000]  Everyone else was at their computers.
[01:28:44.000 --> 01:28:45.000]  Well-dressed.
[01:28:45.000 --> 01:28:46.000]  Everything looked good.
[01:28:46.000 --> 01:28:49.000]  And Marie's, we just looked unprepared.
[01:28:49.000 --> 01:28:52.000]  And Clumsy Inn just, it was terrible.
[01:28:52.000 --> 01:28:54.000]  And the lawyer did not defend us.
[01:28:54.000 --> 01:28:56.000]  He did not say that none of this is true.
[01:28:56.000 --> 01:28:58.000]  He didn't say that the teal was crazy.
[01:28:58.000 --> 01:29:00.000]  He didn't say that Steve was using this as a tool for anything.
[01:29:00.000 --> 01:29:02.000]  He just said one thing.
[01:29:02.000 --> 01:29:05.000]  He said, all I ask is that the child is not sleeping
[01:29:05.000 --> 01:29:07.000]  in the same bed as the father.
[01:29:07.000 --> 01:29:09.000]  And I say, oh shit, I know who he's going for.
[01:29:09.000 --> 01:29:13.000]  I know who he's building up, what he's going to build up to.
[01:29:13.000 --> 01:29:15.000]  But he doesn't defend us.
[01:29:15.000 --> 01:29:18.000]  And that's when I start losing, then I start texting him
[01:29:18.000 --> 01:29:19.000]  and say, what are you doing?
[01:29:19.000 --> 01:29:21.000]  You didn't put anything into evidence.
[01:29:21.000 --> 01:29:25.000]  You didn't mention anything about all these disdainless litany
[01:29:25.000 --> 01:29:26.000]  things I've sent him.
[01:29:26.000 --> 01:29:28.000]  And he just screams at me and tells me,
[01:29:28.000 --> 01:29:29.000]  I'm not listening to him.
[01:29:29.000 --> 01:29:30.000]  I don't know what I'm doing.
[01:29:30.000 --> 01:29:32.000]  If I was a brain surgeon, would you tell a brain surgeon
[01:29:32.000 --> 01:29:33.000]  what to do?
[01:29:33.000 --> 01:29:34.000]  You know, et cetera, et cetera.
[01:29:34.000 --> 01:29:35.000]  And then it was just-
[01:29:35.000 --> 01:29:37.000]  Did you submit a brief to the court?
[01:29:37.000 --> 01:29:38.000]  I don't know.
[01:29:38.000 --> 01:29:39.000]  We don't even have it.
[01:29:39.000 --> 01:29:41.000]  As far as I know, he submitted nothing.
[01:29:41.000 --> 01:29:43.000]  He said he didn't give the court anything.
[01:29:43.000 --> 01:29:46.000]  He just asked the late, did you read the documents?
[01:29:46.000 --> 01:29:48.000]  And she says, not yet, give me a few minutes.
[01:29:48.000 --> 01:29:50.000]  That's all I remember.
[01:29:50.000 --> 01:29:51.000]  And then she read the documents.
[01:29:51.000 --> 01:29:53.000]  And then she said, I want to see this guy dial.
[01:29:53.000 --> 01:29:56.000]  Because I'm painting out to be this controlling, fucking asshole
[01:29:56.000 --> 01:30:00.000]  that is like, you know, Marie is too weak to speak for herself.
[01:30:00.000 --> 01:30:04.000]  And Marie is so fucking sick of hearing from men telling her
[01:30:04.000 --> 01:30:06.000]  how weak she is that she needs another man to speak for her.
[01:30:06.000 --> 01:30:08.000]  Like, if you guys don't ever tell that to her,
[01:30:08.000 --> 01:30:09.000]  because she's slacking.
[01:30:09.000 --> 01:30:10.000]  All right.
[01:30:10.000 --> 01:30:12.000]  But that's how she's painted out, not only by Steve,
[01:30:12.000 --> 01:30:13.000]  but by everybody.
[01:30:13.000 --> 01:30:14.000]  All right.
[01:30:14.000 --> 01:30:18.000]  And now I am the controlling Spangali that is controlling her.
[01:30:18.000 --> 01:30:19.000]  For what purpose?
[01:30:19.000 --> 01:30:20.000]  I don't know.
[01:30:20.000 --> 01:30:22.000]  You know, it's not like she has money.
[01:30:22.000 --> 01:30:23.000]  There's nothing I want.
[01:30:23.000 --> 01:30:24.000]  I'm trying to get for her.
[01:30:24.000 --> 01:30:26.000]  But apparently this is what I'm painting out.
[01:30:26.000 --> 01:30:27.000]  There's one more important thing after that.
[01:30:27.000 --> 01:30:28.000]  It's where I forget.
[01:30:28.000 --> 01:30:30.000]  It's really important.
[01:30:30.000 --> 01:30:35.000]  Lori, the woman, she took out the garbage once.
[01:30:35.000 --> 01:30:37.000]  I wish there was one more than one.
[01:30:37.000 --> 01:30:40.000]  But there was this one time, I think it was Saturday.
[01:30:40.000 --> 01:30:42.000]  There were three of that.
[01:30:42.000 --> 01:30:43.000]  Lori's the one who passed the law.
[01:30:43.000 --> 01:30:44.000]  Yes.
[01:30:44.000 --> 01:30:45.000]  Yes.
[01:30:45.000 --> 01:30:49.000]  But three different bags of black garbage.
[01:30:49.000 --> 01:30:51.000]  And I wasn't, this is told to me by Marie.
[01:30:51.000 --> 01:30:52.000]  It's the second hand.
[01:30:52.000 --> 01:30:55.000]  Marie will tell you the full story, much better than me.
[01:30:55.000 --> 01:30:57.000]  And Marie felt something was wrong.
[01:30:57.000 --> 01:30:59.000]  Something suspicious, because she was watching the bags
[01:30:59.000 --> 01:31:01.000]  from upstairs, which she thought was great.
[01:31:01.000 --> 01:31:03.000]  So Marie said, I'll just take these bags out.
[01:31:03.000 --> 01:31:05.000]  And Marie and Lori was trying to tell her,
[01:31:05.000 --> 01:31:07.000]  no, don't do what I'll do.
[01:31:07.000 --> 01:31:08.000]  And she's like, no, that's okay.
[01:31:08.000 --> 01:31:09.000]  I'll take them out.
[01:31:09.000 --> 01:31:11.000]  And I think Marlowe goes with her.
[01:31:11.000 --> 01:31:12.000]  I don't remember.
[01:31:12.000 --> 01:31:13.000]  She goes outside.
[01:31:13.000 --> 01:31:14.000]  She opens the garbage.
[01:31:14.000 --> 01:31:19.000]  And in Garbage Bag A are my files from when
[01:31:19.000 --> 01:31:22.000]  I was in Cook County, foster care.
[01:31:22.000 --> 01:31:25.000]  It's a stack of this big that I got when David was
[01:31:25.000 --> 01:31:26.000]  doing my background.
[01:31:26.000 --> 01:31:29.000]  And so we got all this stuff from Cook County in Chicago.
[01:31:29.000 --> 01:31:31.000]  And it's a huge stack of papers of my own,
[01:31:31.000 --> 01:31:34.000]  tired childhood, in the misery of it all.
[01:31:34.000 --> 01:31:36.000]  Included in that is a notebook that I wrote in,
[01:31:36.000 --> 01:31:42.000]  like poems and songs from when I was like 16 or 17.
[01:31:42.000 --> 01:31:44.000]  And there was another screenplay that was really
[01:31:44.000 --> 01:31:46.000]  terrible, shitty screenplay, but I don't know
[01:31:46.000 --> 01:31:47.000]  why she chose that.
[01:31:47.000 --> 01:31:49.000]  But you had to go to get this file.
[01:31:49.000 --> 01:31:51.000]  You had to know where they were.
[01:31:51.000 --> 01:31:52.000]  They were in my library.
[01:31:52.000 --> 01:31:55.000]  And you have to go and scrap them.
[01:31:55.000 --> 01:31:57.000]  It was not something that was accessible.
[01:31:57.000 --> 01:32:00.000]  Now bag number two was the same thing,
[01:32:00.000 --> 01:32:01.000]  but for Marlowe.
[01:32:01.000 --> 01:32:03.000]  It was Marlowe's school assessments,
[01:32:03.000 --> 01:32:05.000]  all the teacher assessments, all his grades,
[01:32:05.000 --> 01:32:07.000]  everything he's ever gotten from school.
[01:32:07.000 --> 01:32:10.000]  It's all in this one dossier sort of thing.
[01:32:11.000 --> 01:32:15.000]  In the third bag, there wasn't anything interesting.
[01:32:15.000 --> 01:32:17.000]  She said there was, there might have been something,
