[00:00.000 --> 00:02.000]  Val: Right now. Good.
[03:31:48.460 --> 03:31:49.460]  Fed: It went up to 12,000.
[03:31:49.460 --> 03:31:50.460]  Fed: It dropped to...
[03:31:50.460 --> 03:31:51.460]  Fed: Yeah.
[03:31:51.460 --> 03:31:52.460]  Fed: 4,000.
[03:31:52.460 --> 03:31:55.460]  Fed: At least then I could regulate it.
[03:31:55.460 --> 03:31:56.460]  Fed: Do you like it?
[03:31:57.460 --> 03:31:59.460]  Val: Well, yeah, I don't like it.
[03:31:59.460 --> 03:32:02.460]  Val: I just like to talk to you regularly.
[03:32:02.460 --> 03:32:07.460]  Val: Yeah, I still haven't tried it, you know.
[03:32:07.460 --> 03:32:11.460]  Val: I didn't expect you to do this, but you did.
[03:32:11.460 --> 03:32:16.460]  Val: You didn't have to decide what you wanted to try.
[03:32:16.460 --> 03:32:17.460]  Val: You just didn't know.
[03:32:17.460 --> 03:32:24.460]  Val: You didn't even know how to do it.
[03:32:24.460 --> 03:32:25.460]  Val: You just flashed in there.
[03:32:25.460 --> 03:32:27.460]  Val: You could be just pump and dump.
[03:32:27.460 --> 03:32:28.460]  Fed: Yeah.
[03:32:28.460 --> 03:32:33.460]  Val: I didn't want to say too much.
[03:32:33.460 --> 03:32:37.460]  Fed: The whole Brickel-Prinsky arena.
[unintelligible]
3:33:39 Val: And then somebody did get into my computer when we left for dinner or something, and they pulled out all my log files. Very strange.
Fed: Deleted them or..?
Val: No, just copied them.
Fed: How did you, how did you figure that out?
[03:33:50.460 --> 03:33:52.460]  Fed: How did you figure that out?
[03:33:52.460 --> 03:33:56.460]  Val: I just put the time last time I logged in.
[03:33:56.460 --> 03:33:58.460]  Val: I didn't log in. I wasn't going to log in.
[03:33:58.460 --> 03:34:00.460]  Val: What the fuck? I didn't log in the moment.
[03:34:00.460 --> 03:34:02.460]  Val: And what would they go for?
[03:34:02.460 --> 03:34:04.460]  Val: And then I took the last window.
[03:34:04.460 --> 03:34:06.460]  Val: They didn't leave the window open.
[03:34:06.460 --> 03:34:08.460]  Val: I think I just sort of assumed it was a log file
[03:34:08.460 --> 03:34:10.460]  Val: because the windows were open.
[03:34:10.460 --> 03:34:12.460]  Val: But I actually don't really know what they took.
[03:34:12.460 --> 03:34:14.460]  Val: I still think it could be Glenn.
[03:34:14.460 --> 03:34:16.460]  Val: Glenn thought I was spy.
[03:34:16.460 --> 03:34:22.460]  Val: Glenn was a funny story.
[03:34:22.460 --> 03:34:24.460]  Val: So after the Bahamas,
[03:34:24.460 --> 03:34:26.460]  Val: he flies me back to his house.
[03:34:26.460 --> 03:34:28.460]  Val: At first I thought I was staying at a hotel.
[03:34:28.460 --> 03:34:30.460]  Val: He said, go to his house.
[03:34:30.460 --> 03:34:32.460]  Val: And it turns out I was at his house.
[03:34:32.460 --> 03:34:34.460]  Val: Why am I staying here?
[03:34:34.460 --> 03:34:36.460]  Val: It's too hot right now in Florida.
[03:34:36.460 --> 03:34:38.460]  Val: And it's too hot in DC.
[03:34:38.460 --> 03:34:40.460]  Val: You can't put your hotel in.
[03:34:40.460 --> 03:34:42.460]  Val: You've got to stay here.
[03:34:42.460 --> 03:34:44.460]  Val: Fortunately, my wife is gone on a vacation.
[03:34:44.460 --> 03:34:46.460]  Val: But you can stay in her room.
[03:34:46.460 --> 03:34:48.460]  Val: Her room.
[03:34:48.460 --> 03:34:50.460]  Val: They haven't slept in the same rooms
[03:34:50.460 --> 03:34:52.460]  Val: for like ten years.
[03:34:52.460 --> 03:34:54.460]  Val: So they're separated by the same house.
[03:34:54.460 --> 03:34:56.460]  Val: Okay, so I stayed in his room.
[03:34:56.460 --> 03:34:58.460]  Val: I was asleep.
[03:34:58.460 --> 03:35:00.460]  Val: I was so tired and I had some long flight.
[03:35:00.460 --> 03:35:02.460]  Val: And then I wake up.
[03:35:02.460 --> 03:35:04.460]  Val: And you know,
[03:35:04.460 --> 03:35:06.460]  Val: Go outside for a cigarette.
[03:35:06.460 --> 03:35:08.460]  Val: He has this colonial house with this kitchen porch.
[03:35:08.460 --> 03:35:10.460]  Val: And I notice there's like a brick
[03:35:10.460 --> 03:35:12.460]  Val: in the screen window.
[03:35:12.460 --> 03:35:14.460]  Val: Yeah.
[03:35:14.460 --> 03:35:16.460]  Val: I sat there the last night.
[03:35:16.460 --> 03:35:18.460]  Val: I didn't call it a good story.
[03:35:18.460 --> 03:35:20.460]  Val: What were you doing at 2am last night?
[03:35:20.460 --> 03:35:22.460]  Val: I was asleep.
[03:35:22.460 --> 03:35:24.460]  Val: In bed.
[03:35:24.460 --> 03:35:26.460]  Val: No, you weren't.
[03:35:26.460 --> 03:35:28.460]  Val: I heard a car.
[03:35:28.460 --> 03:35:30.460]  Val: I saw you run to the car.
[03:35:30.460 --> 03:35:32.460]  Val: They gave him something.
[03:35:32.460 --> 03:35:34.460]  Val: What did you give him?
[03:35:34.460 --> 03:35:36.460]  Val: I didn't give him anything.
[03:35:36.460 --> 03:35:38.460]  Val: I have it all in video.
[03:35:38.460 --> 03:35:40.460]  Val: And it is this huge 1997 camera
[03:35:40.460 --> 03:35:42.460]  Val: that you know,
[03:35:42.460 --> 03:35:44.460]  Val: he has not updated its RAM systems.
[03:35:44.460 --> 03:35:46.460]  Fed: Made by Nintendo.
[03:35:46.460 --> 03:35:48.460]  Val: Nintendo, yeah.
[03:35:48.460 --> 03:35:50.460]  Val: And so he starts going through his,
[03:35:50.460 --> 03:35:52.460]  Val: you know, his fast-forward
[03:35:52.460 --> 03:35:54.460]  Val: thing in his office.
[03:35:54.460 --> 03:35:56.460]  Val: He takes me to the office.
[03:35:56.460 --> 03:35:58.460]  Val: He's like, he's so
[03:35:58.460 --> 03:36:00.460]  Val: convinced that he's caught a Russian spy
[03:36:00.460 --> 03:36:02.460]  Val: in his house trying to get out of there.
[03:36:02.460 --> 03:36:04.460]  Val: Dossier just was published.
[03:36:04.460 --> 03:36:06.460]  Val: He's like,
[03:36:06.460 --> 03:36:08.460]  Val: he's out.
[03:36:08.460 --> 03:36:10.460]  Val: And then,
[03:36:10.460 --> 03:36:12.460]  Val: around 2am,
[03:36:12.460 --> 03:36:14.460]  Val: we see a hundred shadowy figure
[03:36:14.460 --> 03:36:16.460]  Val: approach.
[03:36:16.460 --> 03:36:18.460]  Fed: Wow.
[03:36:18.460 --> 03:36:20.460]  Val: And I see it.
[03:36:20.460 --> 03:36:22.460]  Val: And I see the figures sort of stumble and fall.
[03:36:22.460 --> 03:36:24.460]  Val: And they stand up really quick.
[03:36:24.460 --> 03:36:26.460]  Val: And I look around and see the camera.
[03:36:26.460 --> 03:36:28.460]  Val: Glenn's nine[??] year old kid.
[03:36:28.460 --> 03:36:30.460]  Val: He's strong, he's strong.
[03:36:30.460 --> 03:36:32.460]  Val: And you can't get into.
[03:36:32.460 --> 03:36:34.460]  Val: He's trying to slice the window screen.
[03:36:34.460 --> 03:36:36.460]  Val: The only window that doesn't have an alarm
[03:36:36.460 --> 03:36:38.460]  Val: is the [unintelligible] window
Fed: [unintelligible question]
[03:36:38.460 --> 03:36:40.460]  Val: No, no, Glenn Simpson.
[03:36:40.460 --> 03:36:42.460]  Val: He's going to be a Russian spy
[03:36:42.460 --> 03:36:44.460]  Val: when his son tries to sneak back in
[03:36:44.460 --> 03:36:46.460]  Val: for a party.
[03:36:46.460 --> 03:36:48.460]  Val: Still no apology.
[03:36:48.460 --> 03:36:50.460]  Fed: You guys.
[03:36:52.460 --> 03:36:54.460]  Fed: I appreciate that.
[03:36:54.460 --> 03:36:56.460]  Fed: Well, anything else
[03:36:56.460 --> 03:36:58.460]  Fed: that you think you might be able to help out with
[03:36:58.460 --> 03:37:00.460]  Fed: is what I'm going to do is I've written down
[03:37:00.460 --> 03:37:02.460]  Fed: a list of the stuff that
[03:37:02.460 --> 03:37:04.460]  Fed: we see you have Access To.
[03:37:04.460 --> 03:37:06.460]  Fed: And most look like
[03:37:06.460 --> 03:37:08.460]  Fed: financial project stuff
[03:37:08.460 --> 03:37:10.460]  Fed: which would be useful for someone.
[03:37:10.460 --> 03:37:12.460]  Fed: I don't know.
[03:37:12.460 --> 03:37:14.460]  Val: I can do
[03:37:14.460 --> 03:37:16.460]  Val: emails.
[03:37:16.460 --> 03:37:18.460]  Val: Those are pretty easy.
[03:37:18.460 --> 03:37:20.460]  Val: Again, social engineering
[03:37:20.460 --> 03:37:22.460]  Val: I'm pretty good at.
[03:37:22.460 --> 03:37:24.460]  Val: When I get in that zone
[03:37:24.460 --> 03:37:26.460]  Val: and turn on the charm,
[03:37:26.460 --> 03:37:28.460]  Val: I can do fun,
[03:37:28.460 --> 03:37:30.460]  Val: actually enjoy it sometimes.
[03:37:30.460 --> 03:37:32.460]  Val: Actually, that would be fun.
[03:37:32.460 --> 03:37:34.460]  Val: If you need...
[03:37:34.460 --> 03:37:36.460]  Val: I've been focusing
[03:37:36.460 --> 03:37:38.460]  Val: just as like any concerned citizen, I think
[03:37:38.460 --> 03:37:40.460]  Val: but you guys are FBI
[03:37:40.460 --> 03:37:42.460]  Val: so you don't have to answer the question.
[03:37:42.460 --> 03:37:44.460]  Val: I'm sort of Trump-based.
[03:37:44.460 --> 03:37:46.460]  Val: People come to me
[03:37:46.460 --> 03:37:48.460]  Val: with a lot of financial documents
[03:37:48.460 --> 03:37:50.460]  Val: from all over the world.
[03:37:50.460 --> 03:37:52.460]  Val: A lot of them are just...
[03:37:52.460 --> 03:37:54.460]  Val: There's a lot of hoops.
[03:37:54.460 --> 03:37:56.460]  Val: Some people like Ed from Ireland
[03:37:56.460 --> 03:37:58.460]  Val: is a legit guy.
[03:37:58.460 --> 03:38:00.460]  Val: The Catrice Jose guy
[03:38:00.460 --> 03:38:02.460]  Val: is some sort of state-run guy.
[03:38:02.460 --> 03:38:04.460]  Val: I don't know.
[03:38:04.460 --> 03:38:06.460]  Val: But I get a lot of that.
[03:38:06.460 --> 03:38:08.460]  Val: And then
[03:38:08.460 --> 03:38:10.460]  Val: there's
[03:38:10.460 --> 03:38:12.460]  Val: the Epstein thing with the sort of
[03:38:12.460 --> 03:38:14.460]  Val: a side gig for New York Times.
[03:38:14.460 --> 03:38:16.460]  Val: But I can
[03:38:16.460 --> 03:38:18.460]  Val: get that data,
[03:38:18.460 --> 03:38:20.460]  Val: but I did not want to take the step
[03:38:20.460 --> 03:38:22.460]  Val: to break in.
[03:38:22.460 --> 03:38:24.460]  Val: If you need me to do that, I'm happy to break in.
[03:38:24.460 --> 03:38:26.460]  Val: And if it's legal, and you guys are like
[03:38:26.460 --> 03:38:28.460]  Val: do legally, let's say
[03:38:28.460 --> 03:38:30.460]  Val: you can do this, I'm like OK
[03:38:30.460 --> 03:38:32.460]  Val: Good I'm happy to do that
[03:38:32.460 --> 03:38:34.460]  Fed: And it would definitely be something
[03:38:34.460 --> 03:38:36.460]  Fed: we would tell you to do with a bunch of other caveats
[03:38:36.460 --> 03:38:38.460]  Fed: and would not be allowed to do.
[03:38:38.460 --> 03:38:40.460]  Fed: But...
[03:38:40.460 --> 03:38:42.460]  Fed: Let's see.
[03:38:42.460 --> 03:38:44.460]  Fed: Let me know if I missed anything too,
[03:38:44.460 --> 03:38:46.460]  Fed: because I have
[03:38:46.460 --> 03:38:48.460]  Fed: Tyler Rossi about MPS.
[03:38:48.460 --> 03:38:50.460]  Fed: You did a man-in-the-middle for
[03:38:50.460 --> 03:38:52.460]  Fed: mom's computer.
[03:38:52.460 --> 03:38:54.460]  Fed: You hacked Deutcshe Bank, but not really.
[03:38:54.460 --> 03:38:56.460]  Val: Right.
[03:38:56.460 --> 03:38:58.460]  Val: I still can, though.
[03:38:58.460 --> 03:39:00.460]  Val: I dony't know
[03:39:00.460 --> 03:39:02.460]  Val: should I or I don't know.
[03:39:02.460 --> 03:39:04.460]  Fed: If you ask me, you should not do any illegal activity.
[03:39:04.460 --> 03:39:06.460]  Fed: That's probably the best
[03:39:06.460 --> 03:39:08.460]  Fed: course of action.
[03:39:08.460 --> 03:39:10.460]  Val: No, I'm not going to know that for sure.
[03:39:10.460 --> 03:39:12.460]  Val: I'm not going to talk about that.
[03:39:12.460 --> 03:39:14.460]  Val: But hacking a bank
[03:39:14.460 --> 03:39:16.460]  Val: is just hacking the bankers.
[03:39:16.460 --> 03:39:18.460]  Fed: That's true. That's illegal.
[03:39:18.460 --> 03:39:20.460]  Fed: I wouldn't suggest it.
[03:39:20.460 --> 03:39:22.460]  Val: No, but I mean, in a case,
[03:39:22.460 --> 03:39:24.460]  Val: it would be something that you would want.
[03:39:24.460 --> 03:39:26.460]  Val: But can you really hack people like that?
[03:39:26.460 --> 03:39:28.460]  Fed: It's not something
[03:39:28.460 --> 03:39:30.460]  Fed: that we would normally do.
[03:39:30.460 --> 03:39:32.460]  Fed: So, like,
[03:39:32.460 --> 03:39:34.460]  Fed: it's good to know you have the skills, because we could
[03:39:34.460 --> 03:39:36.460]  Fed: put you in a situation where you can talk to other people,
[03:39:36.460 --> 03:39:38.460]  Fed: or we can introduce you to a group,
[03:39:38.460 --> 03:39:40.460]  Fed: or do something else, y'know, more complicated.
[03:39:40.460 --> 03:39:42.460]  Fed: But knowing your skills is a good thing to do.
[03:39:42.460 --> 03:39:44.460]  Fed: But it would be rare where I'd be like,
[03:39:44.460 --> 03:39:46.460]  Fed: hey, go hacking a Deutsche Bank,
[03:39:46.460 --> 03:39:48.460]  Fed: steal their stuff for me,
[03:39:48.460 --> 03:39:50.460]  Fed: because in court, that would be a hell of a thing
[03:39:50.460 --> 03:39:52.460]  Fed: to show that the
[03:39:52.460 --> 03:39:54.460]  Fed: government essentially hacked into a bank to deal with that.
[03:39:54.460 --> 03:39:56.460]  Val: Well, I know, but there's also
[03:39:56.460 --> 03:39:58.460]  Val: you guys, I'm sure you have people like this
[03:39:58.460 --> 03:40:00.460]  Val: in your agency, where other
[03:40:00.460 --> 03:40:02.460]  Val: agencies have the same types, where you find
[03:40:02.460 --> 03:40:04.460]  Val: an outside person like myself,
[03:40:04.460 --> 03:40:06.460]  Val: that you hire basically
[03:40:06.460 --> 03:40:08.460]  Val: to break the rules, but you don't say to break the rules.
[03:40:08.460 --> 03:40:10.460]  Val: You need someone that, you don't do that?
[03:40:10.460 --> 03:40:12.460]  Val: No? Okay.
[03:40:12.460 --> 03:40:14.460]  Fed: Definitely not.
[03:40:14.460 --> 03:40:16.460]  Fed: I would tell you this, the rule is
[03:40:16.460 --> 03:40:18.460]  Fed: if you were officially working with us,
[03:40:18.460 --> 03:40:20.460]  Fed: you are an extension of the government
[03:40:20.460 --> 03:40:22.460]  Fed: in the sense that if
[03:40:22.460 --> 03:40:24.460]  Fed: you can't do anything I can't do.
[03:40:24.460 --> 03:40:26.460]  Val: Like a self-contractor.
[03:40:26.460 --> 03:40:28.460]  Fed: Yeah, I guess you can kind of think about it like that.
[03:40:28.460 --> 03:40:30.460]  Fed: You're not employed by the government.
[03:40:30.460 --> 03:40:32.460]  Fed: But like, if I told you to
[03:40:32.460 --> 03:40:34.460]  Fed: hack into something, it'd be like me hacking into it.
[03:40:34.460 --> 03:40:36.460]  Fed: I can't do it, you can't do it.
[03:40:36.460 --> 03:40:38.460]  Val: Okay, so I'd represent,
[03:40:38.460 --> 03:40:40.460]  Val: who would you represent in the government?
[03:40:40.460 --> 03:40:41.460]  Val: Like, or...
[03:40:41.460 --> 03:40:42.460]  Fed: Indirectly, yeah.
[03:40:42.460 --> 03:40:44.460]  Fed: Like, you would give a...
[03:40:44.460 --> 03:40:46.460]  Fed: You would be getting the direction from the government, too, which I mean.
[03:40:46.460 --> 03:40:48.460]  Fed: It's like, there's an order
[03:40:48.460 --> 03:40:49.460]  Fed: or something.
[03:40:49.460 --> 03:40:51.460]  Fed: The action is from the government.
[03:40:51.460 --> 03:40:52.460]  Val: Right, right.
[03:40:52.460 --> 03:40:54.460]  Val: But technically, it's not, you're not,
[03:40:54.460 --> 03:40:55.460]  Val: it's not the government.
[03:40:55.460 --> 03:40:57.460]  Val: And who pays you is not the government either.
[03:40:57.460 --> 03:40:59.460]  Val: If you're an independent, who,
[03:40:59.460 --> 03:41:00.460]  Val: how do you pay it?
[03:41:00.460 --> 03:41:02.460]  Fed: You mean, if you were to
[03:41:02.460 --> 03:41:03.460]  Fed: be helping or something?
[03:41:03.460 --> 03:41:04.460]  Val: Sure.
[03:41:04.460 --> 03:41:06.460]  Fed: Yeah, that's the government.
[03:41:06.460 --> 03:41:08.460]  Val: Which actually comes from the government?
[03:41:08.460 --> 03:41:10.460]  Fed: No, [unintelligible]
[03:41:10.460 --> 03:41:11.460]  Val: Oh, okay.
[03:41:11.460 --> 03:41:12.460]  Fed: Yeah.
[03:41:12.460 --> 03:41:15.460]  Fed: But, we don't hire people to break the law.
[03:41:15.460 --> 03:41:17.460]  Fed: Like, to search [unintelligible]
[03:41:17.460 --> 03:41:18.460]  Val: Are there any...
[03:41:18.460 --> 03:41:19.460]  Fed: I'm sure they do.
[03:41:19.460 --> 03:41:21.460]  Fed: But that's Oklahoma's stuff.
[03:41:21.460 --> 03:41:23.460]  Fed: So, like, oversees the rules are different, right?
[03:41:23.460 --> 03:41:25.460]  Fed: Like, oversees your
[03:41:25.460 --> 03:41:27.460]  Fed: committing espionage, which is by the fact,
[03:41:27.460 --> 03:41:29.460]  Fed: you know, the fact that we're against the law, right?
[03:41:29.460 --> 03:41:30.460]  Val: Right.
[03:41:30.460 --> 03:41:31.460]  Fed: And the United States, you know,
[03:41:31.460 --> 03:41:33.460]  Fed: we're still bound by the Constitution.
[03:41:33.460 --> 03:41:35.460]  Fed: So, like, one distinction I want to make, too,
[03:41:35.460 --> 03:41:37.460]  Fed: is like, with the FBI, like,
[03:41:37.460 --> 03:41:39.460]  Fed: we will follow the rules every time.
[03:41:39.460 --> 03:41:41.460]  Fed: I'm never going to tell you to break the rule,
[03:41:41.460 --> 03:41:43.460]  Fed: and like, don't tell me about it or something.
[03:41:43.460 --> 03:41:44.460]  Val: We'll never deal with that situation.
[03:41:44.460 --> 03:41:45.460]  Val: Make a win-win.
[03:41:45.460 --> 03:41:46.460]  Fed: Never.
Val: That's good to know
[03:41:46.460 --> 03:41:48.460]  Fed: If I tell you something, like,
[03:41:48.460 --> 03:41:50.460]  Fed: even if I ask you to talk about something
[03:41:50.460 --> 03:41:52.460]  Fed: that could be construed as illegal,
[03:41:52.460 --> 03:41:54.460]  Fed: I'll have a whole document of, like,
[03:41:54.460 --> 03:41:56.460]  Fed: this is exactly what you're allowed to say,
[03:41:56.460 --> 03:41:57.460]  Fed: this is what you're not allowed to say,
[03:41:57.460 --> 03:41:59.460]  Fed: these are the communities[???],
[03:41:59.460 --> 03:42:01.460]  Fed: and you can't deviate from these four corners.
[03:42:01.460 --> 03:42:03.460]  Fed: Otherwise, we distance ourselves from you,
[03:42:03.460 --> 03:42:05.460]  Fed: because it's not what we ask.
[03:42:05.460 --> 03:42:06.460]  Val: Okay.
[03:42:06.460 --> 03:42:09.460]  Fed: So, because there's a lot of stuff about what the FBI is,
[03:42:09.460 --> 03:42:10.460]  Fed: or isn't
[03:42:10.460 --> 03:42:12.460]  Fed: Like, just from talking to you today, right?
